UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,record_id,equipment_id,equipment_type,equipment_model,hospital_unit,timestamp,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_type,severity,downtime_hours,maintenance_cost_usd,days_since_last_pm,technician_notes
2156,H00443,H,299.7,309.6,1354,62.6,208,0,0,0,0,0,0,REC02156,MRI008,MRI,Philips Ingenia 3T,Oncology,2024-07-09 00:00:00,299.7,309.6,1354,62.6,208,0,No Failure,Medium,0.0,0,132,Calibration verified. Sensor readings within tolerance.
2157,L01095,L,304.0,315.3,1425,37.3,190,0,0,0,0,0,0,REC02157,VEN012,Ventilator,Drager Evita V500,ICU,2023-05-25 00:00:00,304.0,315.3,1425,37.3,190,0,No Failure,Low,0.0,0,159,Routine inspection completed. All parameters normal.
2158,L01096,L,299.7,310.4,1838,44.5,46,0,0,0,0,0,0,REC02158,INF013,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-05-21 00:00:00,299.7,310.4,1838,44.5,46,0,No Failure,Low,0.0,0,78,Scheduled check completed. No anomalies detected.
2159,L01097,L,299.4,309.4,1469,32.2,16,0,0,0,0,0,0,REC02159,PAT013,Patient Monitor,Mindray N22,Emergency,2024-07-12 00:00:00,299.4,309.4,1469,32.2,16,0,No Failure,Low,0.0,0,138,Preventive maintenance performed. Equipment functioning within specifications.
2160,L01098,L,299.2,309.0,1686,23.4,165,0,0,0,0,0,0,REC02160,VEN012,Ventilator,Drager Evita V500,ICU,2024-12-21 00:00:00,299.2,309.0,1686,23.4,165,0,No Failure,Low,0.0,0,64,Preventive maintenance performed. Equipment functioning within specifications.
2161,L01099,L,298.1,306.1,1527,32.7,112,0,0,0,0,0,0,REC02161,INF013,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-06-11 00:00:00,298.1,306.1,1527,32.7,112,0,No Failure,Low,0.0,0,34,Calibration verified. Sensor readings within tolerance.
2162,L01100,L,301.4,311.1,1454,32.8,103,0,0,0,0,0,0,REC02162,PAT013,Patient Monitor,Mindray N22,General Ward,2023-09-20 00:00:00,301.4,311.1,1454,32.8,103,0,No Failure,Low,0.0,0,147,Scheduled check completed. No anomalies detected.
2163,L01101,L,298.6,308.9,1697,32.8,6,0,0,0,0,0,0,REC02163,VEN012,Ventilator,Drager Evita V500,ICU,2024-12-30 00:00:00,298.6,308.9,1697,32.8,6,0,No Failure,Low,0.0,0,56,Calibration verified. Sensor readings within tolerance.
2164,L01102,L,298.9,309.1,1603,24.0,96,0,0,0,0,0,0,REC02164,INF013,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-07-21 00:00:00,298.9,309.1,1603,24.0,96,0,No Failure,Low,0.0,0,137,Preventive maintenance performed. Equipment functioning within specifications.
2165,H00444,H,298.9,310.9,1193,41.4,45,0,0,0,0,0,0,REC02165,CT008,CT Scanner,Canon Aquilion Prime,Oncology,2024-08-10 00:00:00,298.9,310.9,1193,41.4,45,0,No Failure,Medium,0.0,0,57,Routine inspection completed. All parameters normal.
2166,L01103,L,298.0,308.3,1534,36.6,8,0,0,0,0,0,0,REC02166,VEN012,Ventilator,Drager Evita V500,ICU,2023-10-04 00:00:00,298.0,308.3,1534,36.6,8,0,No Failure,Low,0.0,0,72,Scheduled check completed. No anomalies detected.
2167,H00445,H,296.5,307.1,1300,24.6,100,0,0,0,0,0,0,REC02167,CT008,CT Scanner,GE Revolution CT,Emergency,2024-11-13 00:00:00,296.5,307.1,1300,24.6,100,0,No Failure,Medium,0.0,0,124,Routine inspection completed. All parameters normal.
2168,L01104,L,299.1,310.2,1754,41.1,208,0,0,0,0,0,0,REC02168,PAT013,Patient Monitor,Mindray N22,ICU,2024-07-25 00:00:00,299.1,310.2,1754,41.1,208,0,No Failure,Low,0.0,0,61,Routine inspection completed. All parameters normal.
2169,L01105,L,301.7,312.3,1850,47.6,225,0,0,0,0,0,0,REC02169,VEN013,Ventilator,Drager Evita V500,ICU,2024-03-13 00:00:00,301.7,312.3,1850,47.6,225,0,No Failure,Low,0.0,0,146,Calibration verified. Sensor readings within tolerance.
2170,M00620,M,300.4,310.3,1874,52.0,60,0,0,0,0,0,0,REC02170,ICU007,ICU Device,Nellcor PM1000N,Emergency,2023-06-06 00:00:00,300.4,310.3,1874,52.0,60,0,No Failure,Low,0.0,0,7,Preventive maintenance performed. Equipment functioning within specifications.
2171,L01106,L,303.1,313.0,1571,15.8,69,1,0,0,1,0,0,REC02171,PAT013,Patient Monitor,Mindray N22,Emergency,2023-05-18 00:00:00,303.1,313.0,1571,15.8,69,1,Power Failure,High,3.1,6470,2,Power supply unit failure. PSU replaced. UPS checked.
2172,L01107,L,301.5,311.2,1407,32.7,24,0,0,0,0,0,0,REC02172,VEN013,Ventilator,Drager Evita V500,ICU,2024-11-22 00:00:00,301.5,311.2,1407,32.7,24,0,No Failure,Low,0.0,0,14,Scheduled check completed. No anomalies detected.
2173,M00621,M,301.0,311.5,1564,26.3,230,0,0,0,0,0,0,REC02173,ICU007,ICU Device,Nellcor PM1000N,Emergency,2024-08-08 00:00:00,301.0,311.5,1564,26.3,230,0,No Failure,Low,0.0,0,46,Calibration verified. Sensor readings within tolerance.
2174,L01108,L,303.8,313.6,1312,33.5,16,0,0,0,0,0,0,REC02174,PAT013,Patient Monitor,Mindray N22,General Ward,2024-01-10 00:00:00,303.8,313.6,1312,33.5,16,0,No Failure,Low,0.0,0,9,Scheduled check completed. No anomalies detected.
2175,L01109,L,299.8,310.4,1969,53.9,237,0,0,0,0,0,0,REC02175,VEN013,Ventilator,Drager Evita V500,ICU,2024-10-02 00:00:00,299.8,310.4,1969,53.9,237,0,No Failure,Low,0.0,0,68,Routine inspection completed. All parameters normal.
2176,M00622,M,300.1,309.1,1738,32.7,162,0,0,0,0,0,0,REC02176,ICU007,ICU Device,Nellcor PM1000N,Emergency,2024-07-25 00:00:00,300.1,309.1,1738,32.7,162,0,No Failure,Low,0.0,0,4,Scheduled check completed. No anomalies detected.
2177,L01110,L,300.0,310.1,1560,35.2,198,0,0,0,0,0,0,REC02177,PAT013,Patient Monitor,Mindray N22,Cardiology,2023-10-11 00:00:00,300.0,310.1,1560,35.2,198,0,No Failure,Low,0.0,0,136,Calibration verified. Sensor readings within tolerance.
2178,H00446,H,303.1,314.6,1699,31.7,55,0,0,0,0,0,0,REC02178,MRI008,MRI,Siemens MAGNETOM Vida,Radiology,2024-08-26 00:00:00,303.1,314.6,1699,31.7,55,0,No Failure,Medium,0.0,0,27,Calibration verified. Sensor readings within tolerance.
2179,L01111,L,300.0,309.8,1401,56.3,153,0,0,0,0,0,0,REC02179,INF013,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-08-04 00:00:00,300.0,309.8,1401,56.3,153,0,No Failure,Low,0.0,0,175,Preventive maintenance performed. Equipment functioning within specifications.
2180,H00447,H,298.7,310.5,1278,17.0,27,0,0,0,0,0,0,REC02180,MRI008,MRI,Philips Ingenia 3T,Oncology,2023-12-16 00:00:00,298.7,310.5,1278,17.0,27,0,No Failure,Medium,0.0,0,155,Scheduled check completed. No anomalies detected.
2181,M00623,M,301.2,311.3,1168,34.4,166,0,0,0,0,0,0,REC02181,ULT008,Ultrasound,GE LOGIQ E10,Cardiology,2023-01-15 00:00:00,301.2,311.3,1168,34.4,166,0,No Failure,Medium,0.0,0,125,Calibration verified. Sensor readings within tolerance.
2182,H00448,H,298.4,308.3,1516,31.3,151,0,0,0,0,0,0,REC02182,MRI008,MRI,GE SIGNA Premier,Neurology,2024-06-25 00:00:00,298.4,308.3,1516,31.3,151,0,No Failure,Medium,0.0,0,144,Calibration verified. Sensor readings within tolerance.
2183,H00449,H,301.1,311.2,1458,22.8,208,0,0,0,0,0,0,REC02183,CT008,CT Scanner,Canon Aquilion Prime,Oncology,2023-09-05 00:00:00,301.1,311.2,1458,22.8,208,0,No Failure,Medium,0.0,0,140,Preventive maintenance performed. Equipment functioning within specifications.
2184,L01112,L,300.8,310.5,1603,51.0,163,0,0,0,0,0,0,REC02184,VEN013,Ventilator,Drager Evita V500,ICU,2023-09-24 00:00:00,300.8,310.5,1603,51.0,163,0,No Failure,Low,0.0,0,153,Calibration verified. Sensor readings within tolerance.
2185,M00624,M,299.6,307.6,1502,22.0,245,1,1,0,0,0,0,REC02185,ICU007,ICU Device,Nellcor PM1000N,Emergency,2024-06-04 00:00:00,299.6,307.6,1502,22.0,245,1,Tool Wear Failure,High,7.5,2745,100,Component wear detected. Replacement scheduled per protocol.
2186,L01113,L,301.1,312.0,1594,35.4,124,0,0,0,0,0,0,REC02186,PAT013,Patient Monitor,Mindray N22,General Ward,2024-08-14 00:00:00,301.1,312.0,1594,35.4,124,0,No Failure,Low,0.0,0,112,Scheduled check completed. No anomalies detected.
2187,H00450,H,297.0,309.0,1662,39.2,139,0,0,0,0,0,0,REC02187,CT008,CT Scanner,Siemens SOMATOM Drive,Radiology,2023-03-06 00:00:00,297.0,309.0,1662,39.2,139,0,No Failure,Medium,0.0,0,84,Preventive maintenance performed. Equipment functioning within specifications.
2188,M00625,M,300.3,310.8,1207,32.5,19,0,0,0,0,0,0,REC02188,ICU007,ICU Device,Nellcor PM1000N,Emergency,2024-08-24 00:00:00,300.3,310.8,1207,32.5,19,0,No Failure,Low,0.0,0,112,Routine inspection completed. All parameters normal.
2189,L01114,L,299.1,309.6,1673,22.7,27,0,0,0,0,0,0,REC02189,PAT013,Patient Monitor,Mindray N22,Cardiology,2023-08-02 00:00:00,299.1,309.6,1673,22.7,27,0,No Failure,Low,0.0,0,69,Routine inspection completed. All parameters normal.
2190,H00451,H,304.0,313.8,1418,38.3,43,0,0,0,0,0,0,REC02190,MRI008,MRI,Siemens MAGNETOM Vida,Radiology,2024-02-18 00:00:00,304.0,313.8,1418,38.3,43,0,No Failure,Medium,0.0,0,22,Scheduled check completed. No anomalies detected.
2191,L01115,L,300.3,311.5,1603,32.4,29,0,0,0,0,0,0,REC02191,INF013,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-09-26 00:00:00,300.3,311.5,1603,32.4,29,0,No Failure,Low,0.0,0,168,Preventive maintenance performed. Equipment functioning within specifications.
2192,M00626,M,298.8,308.8,1704,48.1,34,0,0,0,0,0,0,REC02192,LAB007,Lab Analyzer,Beckman AU5800,General Ward,2023-06-09 00:00:00,298.8,308.8,1704,48.1,34,0,No Failure,Low,0.0,0,126,Calibration verified. Sensor readings within tolerance.
2193,M00627,M,297.2,307.5,1705,45.2,65,0,0,0,0,0,0,REC02193,ULT008,Ultrasound,GE LOGIQ E10,Cardiology,2023-06-11 00:00:00,297.2,307.5,1705,45.2,65,0,No Failure,Medium,0.0,0,127,Preventive maintenance performed. Equipment functioning within specifications.
2194,L01116,L,302.6,311.0,1525,59.4,70,0,0,0,0,0,0,REC02194,INF013,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-12-09 00:00:00,302.6,311.0,1525,59.4,70,0,No Failure,Low,0.0,0,50,Calibration verified. Sensor readings within tolerance.
2195,M00628,M,299.3,308.8,1535,41.1,175,0,0,0,0,0,0,REC02195,LAB007,Lab Analyzer,Beckman AU5800,General Ward,2023-09-30 00:00:00,299.3,308.8,1535,41.1,175,0,No Failure,Low,0.0,0,139,Scheduled check completed. No anomalies detected.
2196,H00452,H,298.4,308.8,1678,45.9,123,0,0,0,0,0,0,REC02196,MRI008,MRI,Siemens MAGNETOM Vida,Radiology,2024-11-22 00:00:00,298.4,308.8,1678,45.9,123,0,No Failure,Medium,0.0,0,93,Scheduled check completed. No anomalies detected.
2197,L01117,L,300.7,311.6,1199,36.4,234,0,0,0,0,0,0,REC02197,INF013,Infusion Pump,Baxter Sigma Spectrum,Oncology,2023-09-18 00:00:00,300.7,311.6,1199,36.4,234,0,No Failure,Low,0.0,0,13,Routine inspection completed. All parameters normal.
2198,M00629,M,301.3,312.2,1309,57.1,86,0,0,0,0,0,0,REC02198,LAB007,Lab Analyzer,Beckman AU5800,General Ward,2024-03-28 00:00:00,301.3,312.2,1309,57.1,86,0,No Failure,Low,0.0,0,172,Routine inspection completed. All parameters normal.
2199,L01118,L,301.3,309.7,1444,40.1,16,0,0,0,0,0,0,REC02199,VEN013,Ventilator,Drager Evita V500,ICU,2024-01-08 00:00:00,301.3,309.7,1444,40.1,16,0,No Failure,Low,0.0,0,179,Routine inspection completed. All parameters normal.
2200,M00630,M,300.0,308.6,1233,39.0,213,0,0,0,0,0,0,REC02200,ICU007,ICU Device,Nellcor PM1000N,Emergency,2024-12-19 00:00:00,300.0,308.6,1233,39.0,213,0,No Failure,Low,0.0,0,157,Scheduled check completed. No anomalies detected.
2201,L01119,L,300.3,310.9,1445,45.4,213,0,0,0,0,0,0,REC02201,PAT013,Patient Monitor,Mindray N22,Cardiology,2024-02-06 00:00:00,300.3,310.9,1445,45.4,213,0,No Failure,Low,0.0,0,85,Calibration verified. Sensor readings within tolerance.
2202,H00453,H,300.5,309.7,1434,33.6,91,0,0,0,0,0,0,REC02202,MRI008,MRI,Siemens MAGNETOM Vida,Radiology,2024-01-03 00:00:00,300.5,309.7,1434,33.6,91,0,No Failure,Medium,0.0,0,42,Scheduled check completed. No anomalies detected.
2203,H00454,H,300.7,311.6,1517,35.0,17,0,0,0,0,0,0,REC02203,CT008,CT Scanner,GE Revolution CT,Emergency,2023-12-07 00:00:00,300.7,311.6,1517,35.0,17,0,No Failure,Medium,0.0,0,1,Scheduled check completed. No anomalies detected.
2204,L01120,L,300.8,309.2,1488,45.4,222,0,0,0,0,0,0,REC02204,PAT013,Patient Monitor,Mindray N22,ICU,2023-10-02 00:00:00,300.8,309.2,1488,45.4,222,0,No Failure,Low,0.0,0,133,Routine inspection completed. All parameters normal.
2205,L01121,L,302.2,312.1,1713,47.3,236,0,0,0,0,0,0,REC02205,VEN013,Ventilator,Drager Evita V500,ICU,2023-11-18 00:00:00,302.2,312.1,1713,47.3,236,0,No Failure,Low,0.0,0,161,Preventive maintenance performed. Equipment functioning within specifications.
2206,M00631,M,300.1,310.1,1614,46.0,252,0,0,0,0,0,0,REC02206,ICU007,ICU Device,Nellcor PM1000N,Emergency,2023-12-03 00:00:00,300.1,310.1,1614,46.0,252,0,No Failure,Low,0.0,0,18,Routine inspection completed. All parameters normal.
2207,M00632,M,298.4,308.8,1485,39.2,98,0,0,0,0,0,0,REC02207,LAB007,Lab Analyzer,Beckman AU5800,General Ward,2024-07-11 00:00:00,298.4,308.8,1485,39.2,98,0,No Failure,Low,0.0,0,123,Preventive maintenance performed. Equipment functioning within specifications.
2208,L01122,L,299.7,308.7,1433,42.7,32,0,0,0,0,0,0,REC02208,VEN013,Ventilator,Drager Evita V500,ICU,2023-02-03 00:00:00,299.7,308.7,1433,42.7,32,0,No Failure,Low,0.0,0,4,Calibration verified. Sensor readings within tolerance.
2209,L01123,L,301.5,309.5,1490,49.6,95,0,0,0,0,0,0,REC02209,INF013,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-01-01 00:00:00,301.5,309.5,1490,49.6,95,0,No Failure,Low,0.0,0,140,Calibration verified. Sensor readings within tolerance.
2210,L01124,L,296.4,306.6,1494,29.1,148,0,0,0,0,0,0,REC02210,PAT013,Patient Monitor,Mindray N22,General Ward,2024-02-05 00:00:00,296.4,306.6,1494,29.1,148,0,No Failure,Low,0.0,0,5,Calibration verified. Sensor readings within tolerance.
2211,H00455,H,296.4,307.0,2003,40.0,10,0,0,0,0,0,0,REC02211,CT008,CT Scanner,Siemens SOMATOM Drive,Radiology,2024-07-03 00:00:00,296.4,307.0,2003,40.0,10,0,No Failure,Medium,0.0,0,176,Routine inspection completed. All parameters normal.
2212,L01125,L,301.8,312.8,1208,10.9,69,0,0,0,0,0,0,REC02212,INF013,Infusion Pump,Baxter Sigma Spectrum,ICU,2024-05-01 00:00:00,301.8,312.8,1208,10.9,69,0,No Failure,Low,0.0,0,30,Routine inspection completed. All parameters normal.
2213,H00456,H,303.0,312.7,1314,47.4,238,0,0,0,0,0,0,REC02213,CT008,CT Scanner,Canon Aquilion Prime,Oncology,2023-11-12 00:00:00,303.0,312.7,1314,47.4,238,0,No Failure,Medium,0.0,0,72,Routine inspection completed. All parameters normal.
2214,L01126,L,297.5,308.2,1285,32.2,11,0,0,0,0,0,0,REC02214,VEN013,Ventilator,Drager Evita V500,ICU,2023-03-21 00:00:00,297.5,308.2,1285,32.2,11,0,No Failure,Low,0.0,0,125,Scheduled check completed. No anomalies detected.
2215,H00457,H,300.2,310.7,1553,32.4,38,0,0,0,0,0,0,REC02215,CT008,CT Scanner,GE Revolution CT,Emergency,2023-09-29 00:00:00,300.2,310.7,1553,32.4,38,0,No Failure,Medium,0.0,0,153,Routine inspection completed. All parameters normal.
2216,L01127,L,299.2,310.5,1545,38.8,146,0,0,0,0,0,0,REC02216,PAT013,Patient Monitor,Mindray N22,ICU,2023-07-06 00:00:00,299.2,310.5,1545,38.8,146,0,No Failure,Low,0.0,0,65,Scheduled check completed. No anomalies detected.
2217,L01128,L,299.5,309.4,1385,46.2,242,0,0,0,0,0,0,REC02217,VEN013,Ventilator,Drager Evita V500,ICU,2023-05-30 00:00:00,299.5,309.4,1385,46.2,242,0,No Failure,Low,0.0,0,177,Calibration verified. Sensor readings within tolerance.
2218,H00458,H,300.6,308.9,1679,63.9,237,0,0,0,0,0,0,REC02218,MRI008,MRI,GE SIGNA Premier,Neurology,2024-06-10 00:00:00,300.6,308.9,1679,63.9,237,0,No Failure,Medium,0.0,0,2,Routine inspection completed. All parameters normal.
2219,H00459,H,297.4,307.3,1573,24.5,65,0,0,0,0,0,0,REC02219,CT008,CT Scanner,Canon Aquilion Prime,Oncology,2023-12-16 00:00:00,297.4,307.3,1573,24.5,65,0,No Failure,Medium,0.0,0,85,Scheduled check completed. No anomalies detected.
2220,L01129,L,297.8,307.9,1687,31.5,155,0,0,0,0,0,0,REC02220,VEN013,Ventilator,Drager Evita V500,ICU,2024-08-02 00:00:00,297.8,307.9,1687,31.5,155,0,No Failure,Low,0.0,0,178,Calibration verified. Sensor readings within tolerance.
2221,L01130,L,299.4,309.9,1740,42.3,244,0,0,0,0,0,0,REC02221,INF013,Infusion Pump,Baxter Sigma Spectrum,Oncology,2023-04-12 00:00:00,299.4,309.9,1740,42.3,244,0,No Failure,Low,0.0,0,49,Calibration verified. Sensor readings within tolerance.
2222,L01131,L,299.7,308.2,1168,32.7,159,1,0,1,0,0,0,REC02222,PAT013,Patient Monitor,Mindray N22,General Ward,2024-12-20 00:00:00,299.7,308.2,1168,32.7,159,1,Heat Dissipation Failure,High,8.6,6745,96,Thermal management issue. Cooling system serviced.
2223,L01132,L,297.7,307.4,1637,48.4,56,0,0,0,0,0,0,REC02223,VEN013,Ventilator,Drager Evita V500,ICU,2023-12-12 00:00:00,297.7,307.4,1637,48.4,56,0,No Failure,Low,0.0,0,80,Preventive maintenance performed. Equipment functioning within specifications.
2224,L01133,L,301.6,312.4,1241,38.3,175,0,0,0,0,0,0,REC02224,INF013,Infusion Pump,Baxter Sigma Spectrum,ICU,2023-07-04 00:00:00,301.6,312.4,1241,38.3,175,0,No Failure,Low,0.0,0,71,Preventive maintenance performed. Equipment functioning within specifications.
2225,H00460,H,299.2,309.1,1549,48.9,129,0,0,0,0,0,0,REC02225,CT008,CT Scanner,Canon Aquilion Prime,Oncology,2023-09-22 00:00:00,299.2,309.1,1549,48.9,129,0,No Failure,Medium,0.0,0,138,Calibration verified. Sensor readings within tolerance.
2226,L01134,L,299.2,308.9,1485,37.5,124,0,0,0,0,0,0,REC02226,VEN013,Ventilator,Drager Evita V500,ICU,2024-09-06 00:00:00,299.2,308.9,1485,37.5,124,0,No Failure,Low,0.0,0,93,Preventive maintenance performed. Equipment functioning within specifications.
2227,M00633,M,300.6,312.5,1493,45.4,123,0,0,0,0,0,0,REC02227,ICU007,ICU Device,Nellcor PM1000N,Emergency,2024-06-02 00:00:00,300.6,312.5,1493,45.4,123,0,No Failure,Low,0.0,0,129,Preventive maintenance performed. Equipment functioning within specifications.
2228,L01135,L,299.7,308.7,1259,30.4,28,0,0,0,0,0,0,REC02228,PAT013,Patient Monitor,Mindray N22,ICU,2023-05-06 00:00:00,299.7,308.7,1259,30.4,28,0,No Failure,Low,0.0,0,94,Scheduled check completed. No anomalies detected.
2229,L01136,L,301.7,312.9,1706,59.4,199,0,0,0,0,0,0,REC02229,VEN013,Ventilator,Drager Evita V500,ICU,2024-12-23 00:00:00,301.7,312.9,1706,59.4,199,0,No Failure,Low,0.0,0,180,Scheduled check completed. No anomalies detected.
2230,M00634,M,298.1,309.2,1241,23.0,87,0,0,0,0,0,0,REC02230,ICU007,ICU Device,Nellcor PM1000N,Emergency,2023-04-06 00:00:00,298.1,309.2,1241,23.0,87,0,No Failure,Low,0.0,0,85,Scheduled check completed. No anomalies detected.
2231,L01137,L,297.2,307.0,1650,32.9,46,0,0,0,0,0,0,REC02231,PAT013,Patient Monitor,Mindray N22,Emergency,2023-07-21 00:00:00,297.2,307.0,1650,32.9,46,0,No Failure,Low,0.0,0,144,Calibration verified. Sensor readings within tolerance.
2232,M00635,M,299.4,309.3,1213,25.8,111,0,0,0,0,0,0,REC02232,ULT008,Ultrasound,GE LOGIQ E10,Radiology,2024-06-16 00:00:00,299.4,309.3,1213,25.8,111,0,No Failure,Low,0.0,0,110,Preventive maintenance performed. Equipment functioning within specifications.
2233,L01138,L,300.1,310.1,1496,48.0,162,0,0,0,0,0,0,REC02233,INF013,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-01-22 00:00:00,300.1,310.1,1496,48.0,162,0,No Failure,Low,0.0,0,145,Routine inspection completed. All parameters normal.
2234,H00461,H,297.5,307.7,1860,45.4,140,0,0,0,0,0,0,REC02234,MRI008,MRI,Philips Ingenia 3T,Oncology,2023-11-22 00:00:00,297.5,307.7,1860,45.4,140,0,No Failure,Medium,0.0,0,160,Preventive maintenance performed. Equipment functioning within specifications.
2235,M00636,M,297.2,306.6,1972,27.8,207,0,0,0,0,0,0,REC02235,ULT008,Ultrasound,GE LOGIQ E10,Emergency,2024-11-07 00:00:00,297.2,306.6,1972,27.8,207,0,No Failure,Medium,0.0,0,40,Calibration verified. Sensor readings within tolerance.
2236,H00462,H,300.4,309.9,1176,50.0,213,0,0,0,0,0,0,REC02236,MRI008,MRI,GE SIGNA Premier,Neurology,2024-08-02 00:00:00,300.4,309.9,1176,50.0,213,0,No Failure,Medium,0.0,0,54,Scheduled check completed. No anomalies detected.
2237,L01139,L,298.5,308.1,1359,33.0,157,0,0,0,0,0,0,REC02237,PAT013,Patient Monitor,Mindray N22,Cardiology,2024-12-03 00:00:00,298.5,308.1,1359,33.0,157,0,No Failure,Low,0.0,0,54,Calibration verified. Sensor readings within tolerance.
2238,L01140,L,297.1,306.8,1395,43.9,139,0,0,0,0,0,0,REC02238,VEN013,Ventilator,Drager Evita V500,ICU,2023-07-26 00:00:00,297.1,306.8,1395,43.9,139,0,No Failure,Low,0.0,0,88,Scheduled check completed. No anomalies detected.
2239,L01141,L,301.9,311.6,1951,46.2,143,0,0,0,0,0,0,REC02239,INF013,Infusion Pump,Baxter Sigma Spectrum,Cardiology,2024-09-12 00:00:00,301.9,311.6,1951,46.2,143,0,No Failure,Low,0.0,0,89,Calibration verified. Sensor readings within tolerance.
2240,M00637,M,298.7,306.7,1486,37.6,99,0,0,0,0,0,0,REC02240,LAB007,Lab Analyzer,Beckman AU5800,General Ward,2023-06-05 00:00:00,298.7,306.7,1486,37.6,99,0,No Failure,Low,0.0,0,0,Routine inspection completed. All parameters normal.
2241,L01142,L,302.3,312.4,1714,49.1,118,0,0,0,0,0,0,REC02241,VEN013,Ventilator,Drager Evita V500,ICU,2024-08-11 00:00:00,302.3,312.4,1714,49.1,118,0,No Failure,Low,0.0,0,162,Scheduled check completed. No anomalies detected.
2242,L01143,L,300.1,309.5,1559,38.6,133,0,0,0,0,0,0,REC02242,INF013,Infusion Pump,Baxter Sigma Spectrum,General Ward,2024-02-05 00:00:00,300.1,309.5,1559,38.6,133,0,No Failure,Low,0.0,0,155,Scheduled check completed. No anomalies detected.
2243,L01144,L,300.6,308.7,1260,43.4,202,0,0,0,0,0,0,REC02243,PAT013,Patient Monitor,Mindray N22,Emergency,2024-03-12 00:00:00,300.6,308.7,1260,43.4,202,0,No Failure,Low,0.0,0,108,Preventive maintenance performed. Equipment functioning within specifications.
2244,L01145,L,299.6,309.2,1168,37.3,188,0,0,0,0,0,0,REC02244,VEN013,Ventilator,Drager Evita V500,ICU,2023-03-26 00:00:00,299.6,309.2,1168,37.3,188,0,No Failure,Low,0.0,0,55,Calibration verified. Sensor readings within tolerance.
2245,L01146,L,295.0,304.6,1377,21.3,49,0,0,0,0,0,0,REC02245,INF013,Infusion Pump,Baxter Sigma Spectrum,Oncology,2024-10-03 00:00:00,295.0,304.6,1377,21.3,49,0,No Failure,Low,0.0,0,149,Preventive maintenance performed. Equipment functioning within specifications.
