UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2860,L01441,L,301.7,311.5,1414,49.3,185,0,0,0,0,0,0
2861,L01442,L,298.5,308.4,1553,39.8,147,0,0,0,0,0,0
2862,M00835,M,301.2,310.8,1310,34.9,128,0,0,0,0,0,0
2863,L01443,L,303.7,315.6,1425,35.0,2,0,0,0,0,0,0
2864,L01444,L,298.2,307.8,1374,51.2,245,0,0,0,0,0,0
2865,L01445,L,304.0,314.3,1632,45.9,9,0,0,0,0,0,0
2866,L01446,L,300.8,308.8,1532,42.4,30,0,0,0,0,0,0
2867,L01447,L,299.1,310.0,1676,28.3,10,0,0,0,0,0,0
2868,M00836,M,298.2,309.4,1334,42.4,158,0,0,0,0,0,0
2869,H00586,H,299.6,308.5,1458,37.9,76,0,0,0,0,0,0
2870,L01448,L,296.1,305.6,1625,30.9,226,1,1,0,0,0,0
2871,M00837,M,299.2,309.6,1671,34.0,149,0,0,0,0,0,0
2872,L01449,L,299.5,309.5,1210,47.0,197,0,0,0,0,0,0
2873,L01450,L,297.9,308.3,1563,52.4,36,0,0,0,0,0,0
2874,L01451,L,301.5,311.2,1337,29.4,103,0,0,0,0,0,0
2875,L01452,L,299.6,311.4,1681,30.7,157,0,0,0,0,0,0
2876,L01453,L,298.7,308.1,1872,46.9,47,0,0,0,0,0,0
2877,L01454,L,299.3,311.3,1168,35.9,96,0,0,0,0,0,0
2878,L01455,L,300.7,312.0,1368,45.5,190,0,0,0,0,0,0
2879,M00838,M,300.1,311.0,1552,35.8,172,0,0,0,0,0,0
2880,L01456,L,298.6,307.6,1499,45.8,228,0,0,0,0,0,0
2881,L01457,L,300.3,311.2,1687,26.3,141,0,0,0,0,0,0
2882,L01458,L,299.9,310.5,1515,45.5,52,0,0,0,0,0,0
2883,M00839,M,297.7,305.7,1394,19.0,222,0,0,0,0,0,0
2884,L01459,L,299.4,308.0,1295,49.3,243,0,0,0,0,0,0
2885,M00840,M,301.2,311.5,1262,39.7,122,0,0,0,0,0,0
2886,L01460,L,301.1,311.0,1351,44.4,21,0,0,0,0,0,0
2887,L01461,L,299.5,309.0,1386,42.4,63,0,0,0,0,0,0
2888,H00587,H,301.4,312.4,1576,22.9,190,0,0,0,0,0,0
2889,L01462,L,298.0,307.2,1468,53.7,0,0,0,0,0,0,0
2890,L01463,L,298.1,307.6,1369,43.3,74,0,0,0,0,0,0
2891,L01464,L,299.5,308.9,1298,47.6,93,0,0,0,0,0,0
2892,H00588,H,303.0,313.5,1359,32.0,199,0,0,0,0,0,0
2893,M00841,M,300.3,308.6,1387,42.4,110,0,0,0,0,0,0
2894,M00842,M,299.4,309.0,1350,26.9,132,0,0,0,0,0,0
2895,H00589,H,303.1,311.4,1634,41.5,169,0,0,0,0,0,0
2896,L01465,L,299.4,309.1,1773,30.6,198,0,0,0,0,0,0
2897,H00590,H,304.0,314.7,1264,76.7,85,0,0,0,0,0,0
2898,L01466,L,299.0,309.7,1723,46.1,43,0,0,0,0,0,0
2899,M00843,M,298.0,307.2,1638,53.3,46,1,0,0,1,0,0
2900,L01467,L,299.7,310.2,1535,37.5,40,0,0,0,0,0,0
2901,L01468,L,299.5,309.3,1805,44.0,28,0,0,0,0,0,0
2902,H00591,H,298.4,309.7,1465,49.1,111,0,0,0,0,0,0
2903,L01469,L,304.0,313.9,1580,29.3,46,0,0,0,0,0,0
2904,H00592,H,300.6,308.6,1524,33.3,197,0,0,0,0,0,0
2905,L01470,L,300.9,311.8,1509,49.7,0,0,0,0,0,0,0
2906,M00844,M,299.1,308.6,1591,37.8,241,0,0,0,0,0,0
2907,H00593,H,298.8,308.6,1509,32.5,3,0,0,0,0,0,0
2908,L01471,L,302.1,312.4,1593,33.7,82,0,0,0,0,0,0
2909,H00594,H,296.6,305.2,1366,27.8,190,0,0,0,0,0,0
2910,M00845,M,297.7,307.8,1372,20.4,220,0,0,0,0,0,0
2911,M00846,M,299.5,310.0,1365,23.0,22,0,0,0,0,0,0
2912,L01472,L,302.7,313.1,1427,40.5,202,0,0,0,0,0,0
2913,M00847,M,299.3,308.7,1702,46.7,190,0,0,0,0,0,0
2914,M00848,M,300.8,311.8,1407,65.2,116,0,0,0,0,0,0
2915,L01473,L,300.1,309.1,1630,39.6,158,0,0,0,0,0,0
2916,L01474,L,302.6,312.0,1553,27.2,92,0,0,0,0,0,0
2917,L01475,L,296.8,306.7,1411,39.7,78,0,0,0,0,0,0
2918,H00595,H,301.5,311.8,1761,47.0,8,0,0,0,0,0,0
2919,L01476,L,299.6,309.3,1647,50.3,1,0,0,0,0,0,0
2920,M00849,M,301.8,313.1,1500,49.3,133,0,0,0,0,0,0
2921,H00596,H,298.4,308.7,1483,45.7,2,0,0,0,0,0,0
2922,L01477,L,300.0,310.1,1518,41.0,31,0,0,0,0,0,0
2923,L01478,L,299.8,310.1,1194,47.4,24,0,0,0,0,0,0
2924,M00850,M,298.0,308.7,1335,28.2,160,0,0,0,0,0,0
2925,L01479,L,297.4,307.7,1592,19.9,169,0,0,0,0,0,0
2926,M00851,M,298.8,307.0,1183,60.9,190,0,0,0,0,0,0
2927,M00852,M,300.3,311.3,1350,39.5,246,0,0,0,0,0,0
2928,M00853,M,298.5,308.6,1421,45.3,247,0,0,0,0,0,0
2929,L01480,L,299.3,310.0,2080,12.0,52,0,0,0,0,0,0
2930,M00854,M,296.2,305.8,1634,55.4,88,0,0,0,0,0,0
2931,M00855,M,299.3,307.4,1719,51.6,142,0,0,0,0,0,0
2932,L01481,L,302.0,310.0,1338,24.3,11,0,0,0,0,0,0
2933,M00856,M,301.4,310.5,1572,36.8,48,0,0,0,0,0,0
2934,H00597,H,299.8,310.3,1168,42.7,215,0,0,0,0,0,0
2935,M00857,M,300.5,311.8,1433,27.4,103,0,0,0,0,0,0
2936,L01482,L,298.3,308.6,1601,44.9,122,0,0,0,0,0,0
2937,L01483,L,303.2,312.2,1216,50.5,186,0,0,0,0,0,0
2938,L01484,L,304.0,313.2,1578,43.2,204,0,0,0,0,0,0
2939,L01485,L,300.3,311.7,1595,24.3,218,0,0,0,0,0,0
2940,L01486,L,304.0,312.7,1379,29.6,226,1,1,0,0,0,0
2941,H00598,H,298.6,310.6,1333,38.8,74,0,0,0,0,0,0
2942,L01487,L,297.5,309.4,1356,37.5,164,0,0,0,0,0,0
2943,H00599,H,298.6,310.6,1430,37.7,28,0,0,0,0,0,0
2944,L01488,L,299.6,309.9,1436,37.4,245,0,0,0,0,0,0
2945,L01489,L,304.0,313.7,1601,22.0,67,0,0,0,0,0,0
2946,L01490,L,299.4,309.8,1393,48.1,98,0,0,0,0,0,0
2947,L01491,L,298.3,309.2,1820,46.3,235,0,0,0,0,0,0
2948,M00858,M,298.2,307.6,1818,45.2,159,0,0,0,0,0,0
2949,H00600,H,302.3,311.2,1547,44.3,72,0,0,0,0,0,0
2950,H00601,H,302.0,311.7,1431,37.2,21,0,0,0,0,0,0
2951,L01492,L,299.0,308.3,1393,33.9,123,0,0,0,0,0,0
2952,M00859,M,296.2,307.5,1563,29.8,149,0,0,0,0,0,0
2953,L01493,L,297.7,307.1,1598,55.4,169,0,0,0,0,0,0
2954,H00602,H,303.4,313.5,1459,39.8,41,0,0,0,0,0,0
2955,M00860,M,301.4,312.4,1421,23.4,178,0,0,0,0,0,0
2956,L01494,L,300.1,311.4,1570,39.7,91,0,0,0,0,0,0
2957,L01495,L,303.7,313.9,1513,19.2,238,0,0,0,0,0,0
2958,L01496,L,303.9,314.3,1385,42.5,165,0,0,0,0,0,0
2959,L01497,L,299.9,308.9,1522,41.4,232,0,0,0,0,0,0
2960,H00603,H,300.0,311.0,1378,34.6,7,0,0,0,0,0,0
2961,M00861,M,298.8,310.1,1349,30.6,228,0,0,0,0,0,0
2962,H00604,H,299.4,307.6,1499,45.6,222,0,0,0,0,0,0
2963,L01498,L,297.0,308.8,1385,39.2,129,0,0,0,0,0,0
2964,M00862,M,297.0,306.3,1353,20.6,247,0,0,0,0,0,0
2965,L01499,L,296.6,307.1,1709,52.0,189,1,0,0,1,0,0
2966,M00863,M,302.2,312.2,1421,30.6,251,0,0,0,0,0,0
2967,L01500,L,296.9,306.8,1868,26.8,191,0,0,0,0,0,0
2968,L01501,L,303.9,313.7,1625,53.6,231,0,0,0,0,0,0
2969,M00864,M,298.5,307.5,1335,50.6,49,0,0,0,0,0,0
2970,L01502,L,303.5,314.0,1731,35.8,49,0,0,0,0,0,0
2971,L01503,L,299.3,309.0,1356,27.5,128,0,0,0,0,0,0
2972,M00865,M,296.9,305.6,1894,30.9,184,0,0,0,0,0,0
2973,L01504,L,302.6,311.5,1545,35.6,67,0,0,0,0,0,0
2974,H00605,H,302.8,311.5,1608,52.2,105,0,0,0,0,0,0
2975,M00866,M,298.2,307.7,1506,52.9,43,0,0,0,0,0,0
2976,H00606,H,299.3,309.8,1553,41.7,234,0,0,0,0,0,0
2977,M00867,M,298.2,307.5,1454,46.5,188,0,0,0,0,0,0
2978,M00868,M,299.8,310.7,1314,37.9,9,0,0,0,0,0,0
2979,M00869,M,300.2,310.1,1567,31.3,5,0,0,0,0,0,0
2980,H00607,H,299.3,309.0,1704,25.0,251,0,0,0,0,0,0
2981,M00870,M,296.4,306.4,1261,43.2,100,0,0,0,0,0,0
2982,L01505,L,298.8,310.2,1808,49.0,152,0,0,0,0,0,0
2983,L01506,L,301.4,310.0,1620,34.9,239,0,0,0,0,0,0
2984,M00871,M,299.6,311.2,1412,51.9,241,0,0,0,0,0,0
2985,L01507,L,299.3,310.3,1409,36.2,24,0,0,0,0,0,0
2986,L01508,L,298.1,308.1,1872,40.8,160,0,0,0,0,0,0
2987,L01509,L,298.8,310.0,1687,37.8,251,0,0,0,0,0,0
2988,M00872,M,302.8,312.5,1728,52.4,45,0,0,0,0,0,0
2989,L01510,L,297.7,308.0,1449,44.9,167,0,0,0,0,0,0
2990,M00873,M,301.4,310.9,1611,39.4,195,0,0,0,0,0,0
2991,M00874,M,300.1,311.1,1569,40.8,19,0,0,0,0,0,0
2992,H00608,H,300.5,309.8,1465,28.1,97,0,0,0,0,0,0
2993,L01511,L,298.5,308.5,1521,17.7,51,0,0,0,0,0,0
2994,M00875,M,299.3,310.0,1722,34.7,14,0,0,0,0,0,0
2995,M00876,M,300.0,311.0,1819,38.1,25,0,0,0,0,0,0
2996,L01512,L,299.0,308.1,1449,45.3,86,0,0,0,0,0,0
2997,M00877,M,300.7,311.4,1237,38.4,146,0,0,0,0,0,0
2998,L01513,L,300.9,309.9,1828,35.3,241,0,0,0,0,0,0
2999,H00609,H,304.0,312.0,1831,10.5,236,0,0,0,0,0,0
3000,L01514,L,300.6,309.8,1580,45.3,220,0,0,0,0,0,0
3001,H00610,H,296.2,307.0,1858,42.1,195,0,0,0,0,0,0
3002,M00878,M,302.3,312.3,1565,48.1,10,0,0,0,0,0,0
3003,L01515,L,299.6,309.1,1318,40.3,102,0,0,0,0,0,0
3004,M00879,M,304.0,314.1,1237,51.5,197,0,0,0,0,0,0
3005,L01516,L,302.9,313.0,1235,34.5,244,0,0,0,0,0,0
3006,M00880,M,299.0,309.6,1500,39.6,116,0,0,0,0,0,0
3007,M00881,M,301.4,309.8,1406,42.4,177,0,0,0,0,0,0
3008,L01517,L,298.8,308.7,1384,46.6,251,0,0,0,0,0,0
3009,L01518,L,300.0,310.1,1478,44.2,157,0,0,0,0,0,0
3010,M00882,M,301.4,310.0,1671,44.8,197,0,0,0,0,0,0
3011,L01519,L,302.2,310.8,1390,42.7,244,0,0,0,0,0,0
3012,H00611,H,301.8,311.4,1356,38.1,179,0,0,0,0,0,0
3013,M00883,M,300.1,310.2,1403,49.0,33,0,0,0,0,0,0
3014,M00884,M,304.0,314.0,1684,23.3,247,0,0,0,0,0,0
3015,L01520,L,299.3,308.7,1485,33.7,203,0,0,0,0,0,0
3016,M00885,M,296.8,306.2,1555,55.9,66,0,0,0,0,0,0
3017,H00612,H,297.2,306.8,1810,33.3,249,0,0,0,0,0,0
3018,L01521,L,302.9,313.2,2068,39.2,20,0,0,0,0,0,0
3019,L01522,L,299.8,311.1,1628,53.9,237,1,1,0,0,0,0
3020,L01523,L,300.3,308.3,1608,38.7,212,0,0,0,0,0,0
3021,L01524,L,298.9,309.5,1263,31.7,69,0,0,0,0,0,0
3022,M00886,M,299.1,309.0,1573,52.0,217,0,0,0,0,0,0
3023,L01525,L,298.4,309.0,1512,37.1,15,0,0,0,0,0,0
3024,M00887,M,300.9,312.1,1678,37.8,240,0,0,0,0,0,0
3025,L01526,L,299.8,309.1,1421,20.2,153,0,0,0,0,0,0
3026,L01527,L,300.9,311.8,1540,38.7,131,0,0,0,0,0,0
3027,L01528,L,300.7,309.4,1621,46.8,250,0,0,0,0,0,0
3028,H00613,H,299.1,309.3,1879,35.7,6,0,0,0,0,0,0
3029,M00888,M,297.1,306.8,1812,27.2,129,0,0,0,0,0,0
3030,L01529,L,296.9,307.0,1753,35.2,186,0,0,0,0,0,0
3031,M00889,M,304.0,313.0,1645,33.8,28,0,0,0,0,0,0
3032,L01530,L,303.0,313.4,1413,37.5,3,0,0,0,0,0,0
3033,L01531,L,302.7,314.3,1645,34.8,155,0,0,0,0,0,0
3034,L01532,L,298.7,307.7,1345,56.6,85,0,0,0,0,0,0
3035,H00614,H,300.0,310.2,1458,43.0,121,0,0,0,0,0,0
3036,M00890,M,298.4,309.2,1855,22.6,157,0,0,0,0,0,0
3037,M00891,M,297.4,307.1,1607,40.7,97,0,0,0,0,0,0
3038,L01533,L,298.8,310.2,1545,39.6,54,0,0,0,0,0,0
3039,L01534,L,302.7,312.2,1571,51.9,60,0,0,0,0,0,0
3040,M00892,M,301.7,311.6,1481,38.4,47,0,0,0,0,0,0
3041,L01535,L,298.1,307.1,1168,38.2,181,0,0,0,0,0,0
3042,H00615,H,299.4,309.5,1247,58.6,33,0,0,0,0,0,0
3043,M00893,M,301.5,311.5,1623,29.3,245,0,0,0,0,0,0
3044,L01536,L,298.9,309.5,1315,48.0,1,0,0,0,0,0,0
3045,M00894,M,300.2,309.5,1478,40.6,76,0,0,0,0,0,0
3046,H00616,H,300.8,310.1,1254,35.0,203,0,0,0,0,0,0
3047,L01537,L,300.8,311.2,1356,33.5,22,0,0,0,0,0,0
3048,M00895,M,300.5,311.9,1499,53.6,148,0,0,0,0,0,0
3049,H00617,H,298.7,309.3,1684,44.7,73,0,0,0,0,0,0
3050,L01538,L,298.9,310.7,1724,46.0,244,0,0,0,0,0,0
3051,H00618,H,297.7,308.3,1353,48.9,55,0,0,0,0,0,0
3052,L01539,L,296.9,307.4,1561,43.4,17,0,0,0,0,0,0
3053,M00896,M,299.8,310.4,1214,29.4,155,0,0,0,0,0,0
3054,M00897,M,301.6,313.1,1511,24.3,95,0,0,0,0,0,0
3055,M00898,M,297.2,308.5,1690,55.4,228,1,0,0,1,0,0
3056,L01540,L,300.5,309.5,1486,42.1,231,0,0,0,0,0,0
3057,M00899,M,301.6,312.4,1763,40.8,201,0,0,0,0,0,0
3058,L01541,L,296.3,306.6,1667,58.0,32,0,0,0,0,0,0
3059,L01542,L,299.5,309.3,1548,29.4,166,0,0,0,0,0,0
3060,L01543,L,303.3,311.5,1450,14.8,23,0,0,0,0,0,0
3061,M00900,M,301.1,309.6,1393,21.9,6,0,0,0,0,0,0
3062,L01544,L,296.3,305.9,1208,34.7,49,0,0,0,0,0,0
3063,L01545,L,301.3,309.9,1240,41.2,125,0,0,0,0,0,0
3064,H00619,H,298.5,308.2,1698,53.9,114,0,0,0,0,0,0
3065,L01546,L,301.4,312.1,1802,48.4,196,0,0,0,0,0,0
3066,L01547,L,298.6,308.0,1283,14.4,132,0,0,0,0,0,0
3067,L01548,L,299.9,310.0,1513,68.0,66,0,0,0,0,0,0
3068,L01549,L,298.9,307.9,1185,35.9,35,0,0,0,0,0,0
3069,M00901,M,300.0,310.3,1304,52.3,144,0,0,0,0,0,0
3070,L01550,L,298.9,309.4,1551,45.5,170,0,0,0,0,0,0
3071,L01551,L,299.6,308.1,1396,40.1,53,0,0,0,0,0,0
3072,H00620,H,297.6,306.9,1168,37.6,159,0,0,0,0,0,0
3073,H00621,H,301.0,309.7,1843,28.9,217,0,0,0,0,0,0
3074,M00902,M,300.4,310.9,1490,27.1,61,0,0,0,0,0,0
3075,H00622,H,296.8,306.9,1279,38.3,207,0,0,0,0,0,0
3076,H00623,H,302.0,311.9,1525,26.1,240,0,0,0,0,0,0
3077,L01552,L,299.6,309.5,1483,56.5,236,0,0,0,0,0,0
3078,M00903,M,300.3,310.6,1584,41.0,35,0,0,0,0,0,0
3079,M00904,M,301.5,311.9,1432,60.9,12,0,0,0,0,0,0
3080,L01553,L,300.7,310.2,1562,35.6,183,0,0,0,0,0,0
3081,L01554,L,302.3,311.7,1688,34.1,96,0,0,0,0,0,0
3082,L01555,L,299.4,309.4,1236,45.9,44,0,0,0,0,0,0
3083,M00905,M,302.1,311.9,1361,37.4,113,0,0,0,0,0,0
3084,M00906,M,300.2,312.2,1667,49.7,137,0,0,0,0,0,0
3085,M00907,M,301.0,310.6,1389,54.4,40,0,0,0,0,0,0
3086,L01556,L,300.8,311.1,1483,51.0,9,0,0,0,0,0,0
3087,L01557,L,302.5,312.9,1405,53.6,197,0,0,0,0,0,0
3088,L01558,L,301.4,312.8,1418,48.2,115,0,0,0,0,0,0
3089,M00908,M,299.1,308.3,1401,34.5,61,0,0,0,0,0,0
3090,H00624,H,298.7,310.1,1248,51.4,241,0,0,0,0,0,0
3091,H00625,H,299.9,309.8,1591,47.0,192,0,0,0,0,0,0
3092,H00626,H,298.5,310.5,1712,33.8,101,0,0,0,0,0,0
3093,H00627,H,297.9,308.3,1464,35.1,69,0,0,0,0,0,0
3094,H00628,H,295.7,304.5,1689,39.1,184,0,0,0,0,0,0
3095,L01559,L,296.9,306.7,1401,51.1,183,0,0,0,0,0,0
3096,L01560,L,304.0,315.3,1389,41.2,223,0,0,0,0,0,0
3097,L01561,L,298.7,308.8,1582,39.9,3,0,0,0,0,0,0
3098,L01562,L,303.8,313.7,1585,38.4,159,0,0,0,0,0,0
3099,L01563,L,300.8,311.5,1477,36.5,71,0,0,0,0,0,0
3100,L01564,L,299.9,309.6,1635,28.4,246,0,0,0,0,0,0
3101,H00629,H,297.0,306.8,1242,48.0,6,0,0,0,0,0,0
3102,L01565,L,300.0,309.1,1439,29.8,123,0,0,0,0,0,0
3103,H00630,H,303.8,315.5,1692,40.7,179,0,0,0,0,0,0
3104,M00909,M,303.1,311.9,1692,35.9,190,0,0,0,0,0,0
3105,M00910,M,300.5,310.7,1667,47.7,160,0,0,0,0,0,0
3106,M00911,M,297.7,308.2,1704,36.6,119,0,0,0,0,0,0
3107,L01566,L,298.1,308.1,1425,29.9,230,0,0,0,0,0,0
3108,M00912,M,298.3,307.0,1168,49.9,145,0,0,0,0,0,0
3109,L01567,L,302.6,311.6,1448,31.7,131,0,0,0,0,0,0
3110,H00631,H,303.3,313.8,1627,41.5,216,0,0,0,0,0,0
3111,L01568,L,300.4,309.6,1659,52.7,112,0,0,0,0,0,0
3112,L01569,L,299.4,307.4,1394,32.7,153,0,0,0,0,0,0
3113,M00913,M,303.1,313.5,1306,39.0,83,0,0,0,0,0,0
3114,M00914,M,298.0,307.2,1326,35.7,53,0,0,0,0,0,0
3115,L01570,L,300.1,310.7,1391,41.3,116,0,0,0,0,0,0
3116,M00915,M,300.9,310.7,1168,39.3,85,0,0,0,0,0,0
3117,L01571,L,298.3,308.0,1394,49.2,9,0,0,0,0,0,0
3118,M00916,M,298.7,308.8,1509,33.8,123,0,0,0,0,0,0
3119,L01572,L,298.6,307.4,1480,52.7,166,0,0,0,0,0,0
3120,L01573,L,302.8,312.0,1433,56.0,13,0,0,0,0,0,0
3121,L01574,L,303.8,313.6,1362,42.6,143,0,0,0,0,0,0
3122,L01575,L,300.2,309.1,1385,32.1,78,0,0,0,0,0,0
3123,L01576,L,299.5,310.2,1388,39.6,10,0,0,0,0,0,0
3124,L01577,L,298.8,308.5,1641,38.8,24,0,0,0,0,0,0
3125,L01578,L,300.0,308.6,1499,57.7,181,0,0,0,0,0,0
3126,L01579,L,298.9,308.3,2133,39.0,136,0,0,0,0,0,0
3127,M00917,M,299.8,309.9,1433,53.8,241,1,1,0,0,0,0
3128,L01580,L,300.8,310.4,1587,41.1,172,0,0,0,0,0,0
3129,M00918,M,299.2,309.6,1437,40.5,243,0,0,0,0,0,0
3130,H00632,H,299.6,310.2,1433,36.5,72,0,0,0,0,0,0
3131,L01581,L,299.6,311.6,1812,37.4,147,0,0,0,0,0,0
3132,H00633,H,299.4,310.5,1699,48.9,141,0,0,0,0,0,0
3133,L01582,L,299.1,307.5,1168,32.7,132,0,0,0,0,0,0
3134,L01583,L,301.5,311.2,1295,49.6,227,0,0,0,0,0,0
3135,M00919,M,296.5,306.2,1472,54.4,133,0,0,0,0,0,0
3136,M00920,M,303.1,313.7,1396,34.1,66,0,0,0,0,0,0
3137,H00634,H,300.3,309.3,1198,52.1,177,0,0,0,0,0,0
3138,L01584,L,301.2,310.7,1523,50.5,67,0,0,0,0,0,0
3139,M00921,M,301.5,310.2,1168,48.7,21,0,0,0,0,0,0
3140,L01585,L,298.6,308.0,1525,33.6,148,0,0,0,0,0,0
3141,L01586,L,298.2,307.6,1645,38.8,34,0,0,0,0,0,0
3142,L01587,L,297.9,307.6,1674,38.8,180,0,0,0,0,0,0
3143,H00635,H,299.5,308.3,1471,60.9,110,0,0,0,0,0,0
3144,L01588,L,301.4,312.4,1802,39.9,219,0,0,0,0,0,0
3145,H00636,H,298.8,309.3,1566,38.2,102,0,0,0,0,0,0
3146,M00922,M,301.2,309.8,1669,28.5,100,0,0,0,0,0,0
3147,M00923,M,295.3,305.3,1352,30.3,108,0,0,0,0,0,0
3148,M00924,M,299.2,307.7,1804,33.2,180,0,0,0,0,0,0
3149,H00637,H,302.3,313.7,1499,43.6,39,0,0,0,0,0,0
3150,L01589,L,299.7,311.3,1815,25.8,86,0,0,0,0,0,0
3151,L01590,L,298.3,308.3,1771,33.3,67,0,0,0,0,0,0
3152,M00925,M,298.7,307.8,1551,21.4,98,0,0,0,0,0,0
3153,L01591,L,295.0,304.3,1581,54.0,230,0,0,0,0,0,0
3154,L01592,L,298.0,307.5,1464,41.1,159,0,0,0,0,0,0
3155,L01593,L,302.1,312.0,1336,43.1,127,0,0,0,0,0,0
3156,L01594,L,298.8,310.2,1619,29.1,32,0,0,0,0,0,0
3157,L01595,L,299.1,310.0,1608,51.6,145,0,0,0,0,0,0
3158,L01596,L,295.3,306.3,1176,55.0,202,0,0,0,0,0,0
3159,H00638,H,296.7,306.9,1483,40.7,91,0,0,0,0,0,0
3160,L01597,L,302.4,311.2,1673,35.2,228,0,0,0,0,0,0
3161,H00639,H,301.2,310.5,1793,45.5,88,0,0,0,0,0,0
3162,H00640,H,297.4,307.5,1645,47.3,40,0,0,0,0,0,0
3163,L01598,L,298.7,307.5,1196,48.7,209,0,0,0,0,0,0
3164,M00926,M,299.9,310.2,1289,46.6,143,0,0,0,0,0,0
3165,M00927,M,297.6,308.4,1430,49.6,130,0,0,0,0,0,0
3166,M00928,M,296.0,306.5,1779,33.1,234,0,0,0,0,0,0
3167,L01599,L,299.7,310.2,1378,49.1,208,0,0,0,0,0,0
3168,L01600,L,301.1,309.3,1711,35.5,251,0,0,0,0,0,0
3169,L01601,L,301.2,312.5,1375,14.9,174,0,0,0,0,0,0
3170,M00929,M,301.8,310.2,1606,35.4,146,0,0,0,0,0,0
3171,H00641,H,296.9,306.7,1311,34.5,136,0,0,0,0,0,0
3172,M00930,M,300.1,310.7,1461,42.4,90,0,0,0,0,0,0
3173,M00931,M,299.5,309.8,1273,48.4,45,0,0,0,0,0,0
3174,H00642,H,299.8,308.5,1788,41.9,208,0,0,0,0,0,0
3175,M00932,M,299.6,308.5,1361,60.1,1,0,0,0,0,0,0
3176,L01602,L,298.7,309.0,1190,34.7,224,0,0,0,0,0,0
3177,H00643,H,295.0,305.5,1174,20.1,66,1,0,0,1,0,0
3178,L01603,L,302.3,311.2,1482,42.8,60,0,0,0,0,0,0
3179,L01604,L,300.7,311.1,1408,34.6,1,0,0,0,0,0,0
3180,M00933,M,297.0,305.5,1629,29.1,91,0,0,0,0,0,0
3181,H00644,H,300.9,311.6,1452,37.0,22,0,0,0,0,0,0
3182,L01605,L,299.1,308.2,1733,32.2,46,0,0,0,0,0,0
3183,L01606,L,299.2,309.2,1422,33.2,174,0,0,0,0,0,0
3184,L01607,L,298.5,308.4,1705,55.2,105,1,0,0,1,0,0
3185,L01608,L,301.1,312.2,1309,41.2,2,0,0,0,0,0,0
3186,L01609,L,298.4,308.6,1199,37.3,80,1,0,0,0,0,1
3187,M00934,M,297.8,307.2,1335,56.0,1,0,0,0,0,0,0
3188,H00645,H,302.3,312.6,1274,37.0,231,0,0,0,0,0,0
3189,L01610,L,299.6,311.6,1251,27.7,217,0,0,0,0,0,0
3190,L01611,L,299.7,310.4,1582,26.7,89,0,0,0,0,0,0
3191,L01612,L,301.4,311.3,1447,39.2,60,0,0,0,0,0,0
3192,L01613,L,298.7,307.8,1528,23.6,27,0,0,0,0,0,0
3193,M00935,M,299.1,308.4,1605,28.3,178,0,0,0,0,0,0
3194,M00936,M,300.6,311.3,1168,36.2,30,0,0,0,0,0,0
3195,M00937,M,296.9,306.0,1613,51.3,169,0,0,0,0,0,0
3196,L01614,L,300.4,310.4,1258,52.9,65,0,0,0,0,0,0
3197,M00938,M,298.5,309.9,1384,46.6,184,0,0,0,0,0,0
3198,L01615,L,301.7,311.9,1168,40.0,99,0,0,0,0,0,0
3199,L01616,L,301.1,310.0,1630,34.3,34,0,0,0,0,0,0
3200,H00646,H,300.8,312.8,1168,43.9,70,0,0,0,0,0,0
3201,M00939,M,296.8,308.5,1259,57.8,174,0,0,0,0,0,0
3202,H00647,H,299.8,310.3,1274,41.4,173,0,0,0,0,0,0
3203,H00648,H,297.6,308.9,1474,35.4,151,0,0,0,0,0,0
3204,M00940,M,299.9,309.7,1468,38.4,81,0,0,0,0,0,0
3205,H00649,H,295.4,306.1,1662,37.3,160,0,0,0,0,0,0
3206,L01617,L,296.9,306.5,1479,45.5,10,0,0,0,0,0,0
3207,L01618,L,302.4,311.0,1693,32.4,152,0,0,0,0,0,0
3208,L01619,L,300.7,312.7,1575,44.1,197,0,0,0,0,0,0
3209,L01620,L,299.3,307.9,1310,45.7,34,1,0,1,0,0,0
3210,L01621,L,298.2,308.5,1366,43.4,206,0,0,0,0,0,0
3211,L01622,L,297.8,308.1,1802,29.1,228,0,0,0,0,0,0
3212,M00941,M,300.4,310.9,1745,38.5,242,0,0,0,0,0,0
3213,M00942,M,299.3,309.2,1664,34.7,7,0,0,0,0,0,0
3214,M00943,M,303.1,313.0,1691,39.3,226,0,0,0,0,0,0
3215,L01623,L,299.6,309.8,1593,33.3,16,0,0,0,0,0,0
3216,M00944,M,300.1,310.6,1567,52.4,95,0,0,0,0,0,0
3217,L01624,L,297.2,307.2,1509,41.9,138,0,0,0,0,0,0
3218,L01625,L,299.3,309.2,1839,23.8,56,0,0,0,0,0,0
3219,L01626,L,300.4,309.0,1407,26.7,87,0,0,0,0,0,0
3220,L01627,L,299.3,311.3,1548,52.0,229,0,0,0,0,0,0
3221,L01628,L,299.0,309.6,1168,38.2,44,0,0,0,0,0,0
3222,H00650,H,300.7,310.9,1213,36.1,136,0,0,0,0,0,0
3223,M00945,M,303.0,312.4,1863,51.3,209,0,0,0,0,0,0
3224,M00946,M,300.3,309.3,1623,38.5,60,0,0,0,0,0,0
3225,L01629,L,302.3,313.1,1457,28.0,236,0,0,0,0,0,0
